rank,CHP_ID,Chinese_herbal_pieces,high_quality_ratio,total_compounds,effective_count,high_quality_count,ultra_high_count
373,CHP02942,南酸枣,0.5,4.0,4.0,2.0,2.0
374,CHP02951,南烛,0.5,4.0,4.0,2.0,2.0
375,CHP03426,桑寄生,0.5,6.0,6.0,3.0,2.0
376,CHP02663,毛草龙,0.5,6.0,6.0,3.0,2.0
377,CHP02696,毛连菜,0.5,4.0,4.0,2.0,2.0
378,CHP02769,美人蕉,0.5,4.0,4.0,2.0,2.0
379,CHP02746,茅香,0.5,2.0,2.0,1.0,1.0
380,CHP02745,茅莓,0.5,2.0,2.0,1.0,1.0
381,CHP01786,鸡冠花,0.5,6.0,6.0,3.0,2.0
382,CHP01775,鸡蛋果,0.5,2.0,2.0,1.0,1.0
383,CHP02789,米皮糠,0.5,10.0,10.0,5.0,4.0
384,CHP02781,迷迭香,0.5,10.0,10.0,5.0,5.0
385,CHP05302,元宝草,0.5,8.0,8.0,4.0,1.0
386,CHP01269,管花肉苁蓉,0.5,10.0,10.0,5.0,5.0
387,CHP04070,桃子,0.5,2.0,2.0,1.0,1.0
388,CHP05501,枳实,0.5,6.0,6.0,3.0,3.0
389,CHP05465,珍珠梅,0.5,2.0,2.0,1.0,1.0
390,CHP05313,圆叶茅膏菜,0.5,2.0,2.0,1.0,1.0
391,CHP02834,茉莉花,0.5,2.0,2.0,1.0,1.0
392,CHP03898,水苏,0.5,4.0,4.0,2.0,2.0
393,CHP04114,甜茶,0.5,2.0,2.0,1.0,1.0
394,CHP05287,玉蜀黍,0.5,4.0,4.0,2.0,2.0
395,CHP03893,水松,0.5,4.0,4.0,2.0,2.0
396,CHP02644,芒萁骨,0.5,2.0,2.0,1.0,1.0
397,CHP02649,莽草根,0.5,2.0,2.0,1.0,1.0
398,CHP01255,拐芹,0.5,2.0,2.0,1.0,0.0
399,CHP05261,鱼藤,0.5,40.0,40.0,20.0,14.0
400,CHP01257,关苍术,0.5,4.0,4.0,2.0,2.0
401,CHP03992,粟米草,0.5,8.0,8.0,4.0,4.0
402,CHP04000,酸模,0.5,2.0,2.0,1.0,1.0
403,CHP00767,钓樟根皮,0.5,8.0,8.0,4.0,3.0
404,CHP00731,棣棠花,0.5,12.0,12.0,6.0,5.0
405,CHP00693,地锦,0.5,6.0,6.0,3.0,3.0
406,CHP05470,枕材,0.5,2.0,2.0,1.0,1.0
407,CHP02035,橘子,0.5,6.0,6.0,3.0,1.0
408,CHP02531,绿豆皮,0.5,2.0,2.0,1.0,1.0
409,CHP03087,蓬子菜,0.5,4.0,4.0,2.0,2.0
410,CHP03083,蓬莪术,0.5,6.0,6.0,3.0,3.0
411,CHP02563,马槟榔,0.5,2.0,2.0,1.0,1.0
412,CHP02600,马银花,0.5,2.0,2.0,1.0,1.0
413,CHP02597,马先蒿,0.5,2.0,2.0,1.0,1.0
414,CHP02526,吕宋果,0.5,10.0,10.0,5.0,5.0
415,CHP02498,罗汉松,0.5,18.0,18.0,9.0,8.0
416,CHP00141,白薯莨,0.5,2.0,2.0,1.0,0.0
417,CHP05841,海螵蛸,0.5,2.0,2.0,1.0,1.0
418,CHP01677,黄荆根,0.5,2.0,2.0,1.0,0.0
419,CHP01641,黄甘草,0.5,4.0,4.0,2.0,1.0
420,CHP05919,鹿角,0.5,2.0,2.0,1.0,1.0
421,CHP05967,牛靥,0.5,6.0,6.0,3.0,3.0
422,CHP01244,骨节草,0.5,6.0,6.0,3.0,3.0
423,CHP05912,灵猫香,0.5,2.0,2.0,1.0,1.0
424,CHP00368,橙子,0.5,8.0,8.0,4.0,2.0
425,CHP04698,小米草,0.5,2.0,2.0,1.0,1.0
426,CHP04835,雪见草,0.5,2.0,2.0,1.0,1.0
427,CHP00100,白胶香,0.5,20.0,20.0,10.0,10.0
428,CHP04477,细茎石斛,0.5,4.0,4.0,2.0,2.0
429,CHP04422,五桠果,0.5,4.0,4.0,2.0,2.0
430,CHP04538,藓生马先蒿,0.5,4.0,4.0,2.0,2.0
431,CHP04392,梧桐子,0.5,2.0,2.0,1.0,1.0
432,CHP04737,小叶黑柴胡,0.5,2.0,2.0,1.0,1.0
433,CHP01375,黑豆衣,0.5,2.0,2.0,1.0,1.0
434,CHP02100,苦豆子,0.5,2.0,2.0,1.0,1.0
435,CHP02096,苦碟子,0.5,2.0,2.0,1.0,1.0
436,CHP02104,苦瓜,0.5,4.0,4.0,2.0,2.0
437,CHP02109,苦蒿,0.5,12.0,12.0,6.0,6.0
438,CHP02082,孔雀草,0.5,10.0,10.0,5.0,5.0
439,CHP01942,金丝桃,0.5,10.0,10.0,5.0,4.0
440,CHP04842,雪山林,0.48717948717948717,39.0,39.0,19.0,19.0
441,CHP00726,灯心草,0.4864864864864865,37.0,37.0,18.0,14.0
442,CHP04764,缬草,0.4838709677419355,31.0,31.0,15.0,13.0
443,CHP05478,栀子,0.4791666666666667,48.0,48.0,23.0,23.0
444,CHP06127,树舌,0.4782608695652174,46.0,46.0,22.0,21.0
445,CHP03664,麝香草,0.47619047619047616,21.0,21.0,10.0,10.0
446,CHP00467,粗叶悬钩子,0.47619047619047616,21.0,21.0,10.0,8.0
447,CHP04987,杨梅树皮,0.47619047619047616,21.0,21.0,10.0,10.0
448,CHP00062,白刺花,0.47619047619047616,21.0,21.0,10.0,9.0
449,CHP04280,晚香玉,0.47368421052631576,19.0,19.0,9.0,9.0
450,CHP00296,蚕豆,0.47368421052631576,19.0,19.0,9.0,8.0
451,CHP02528,绿豆,0.47368421052631576,38.0,38.0,18.0,15.0
452,CHP02500,罗汉松实,0.47058823529411764,17.0,17.0,8.0,8.0
453,CHP03217,芹花,0.47058823529411764,17.0,17.0,8.0,6.0
454,CHP02342,裂果薯,0.47058823529411764,17.0,17.0,8.0,8.0
455,CHP02588,马桑,0.4666666666666667,15.0,15.0,7.0,7.0
456,CHP00090,白花丹,0.4666666666666667,45.0,45.0,21.0,16.0
457,CHP02391,六棱菊,0.4642857142857143,28.0,28.0,13.0,13.0
458,CHP00333,茶叶,0.464,125.0,125.0,58.0,51.0
459,CHP05051,野菊花,0.46296296296296297,54.0,54.0,25.0,25.0
460,CHP02207,狼把草,0.46153846153846156,13.0,13.0,6.0,5.0
461,CHP04069,桃枝,0.46153846153846156,13.0,13.0,6.0,4.0
462,CHP01342,海南买麻藤,0.46153846153846156,13.0,13.0,6.0,5.0
463,CHP02930,南瓜子,0.46153846153846156,13.0,13.0,6.0,5.0
464,CHP03038,糯稻根,0.46153846153846156,13.0,13.0,6.0,6.0
465,CHP01540,湖北黄精,0.46153846153846156,13.0,13.0,6.0,6.0
466,CHP05896,僵蚕,0.46153846153846156,26.0,26.0,12.0,11.0
467,CHP00060,白车轴草,0.46153846153846156,26.0,26.0,12.0,8.0
468,CHP01620,槐,0.46153846153846156,13.0,13.0,6.0,5.0
469,CHP00421,穿龙薯蓣,0.4594594594594595,37.0,37.0,17.0,13.0
470,CHP00597,大叶仙茅,0.4583333333333333,24.0,24.0,11.0,11.0
471,CHP01323,桂皮,0.45454545454545453,11.0,11.0,5.0,5.0
472,CHP00016,安徽贝母,0.45454545454545453,11.0,11.0,5.0,5.0
473,CHP04608,向日葵叶,0.45454545454545453,11.0,11.0,5.0,5.0
474,CHP05779,蟾蜍,0.45454545454545453,11.0,11.0,5.0,5.0
475,CHP02222,老鹳草,0.45454545454545453,22.0,22.0,10.0,9.0
476,CHP01469,红母鸡草,0.45454545454545453,11.0,11.0,5.0,4.0
477,CHP05289,玉叶金花,0.45454545454545453,11.0,11.0,5.0,5.0
478,CHP01363,荷花玉兰,0.45454545454545453,11.0,11.0,5.0,3.0
479,CHP00221,保山乌头,0.45454545454545453,11.0,11.0,5.0,5.0
480,CHP01912,金合欢,0.45454545454545453,11.0,11.0,5.0,5.0
481,CHP05515,重楼,0.45161290322580644,31.0,31.0,14.0,14.0
482,CHP05623,紫草,0.45,20.0,20.0,9.0,8.0
483,CHP01131,甘西鼠尾草,0.45,20.0,20.0,9.0,7.0
484,CHP00049,霸王鞭,0.45,20.0,20.0,9.0,8.0
485,CHP02656,猫须草,0.4489795918367347,49.0,49.0,22.0,22.0
486,CHP01370,鹤虱,0.4482758620689655,29.0,29.0,13.0,10.0
487,CHP04075,藤黄,0.4479166666666667,96.0,96.0,43.0,24.0
488,CHP04809,绣线菊叶,0.4444444444444444,9.0,9.0,4.0,4.0
489,CHP04463,锡生藤,0.4444444444444444,9.0,9.0,4.0,1.0
490,CHP00604,大叶紫珠,0.4444444444444444,9.0,9.0,4.0,3.0
491,CHP05030,野甘草,0.4444444444444444,18.0,18.0,8.0,6.0
492,CHP03022,牛西西,0.4444444444444444,9.0,9.0,4.0,4.0
493,CHP00094,白花射干,0.4444444444444444,9.0,9.0,4.0,2.0
494,CHP00102,白芥子,0.4444444444444444,18.0,18.0,8.0,4.0
495,CHP00081,白蒿,0.4444444444444444,9.0,9.0,4.0,4.0
496,CHP04821,萱草,0.4444444444444444,9.0,9.0,4.0,4.0
497,CHP02367,琉璃草,0.4444444444444444,27.0,27.0,12.0,11.0
498,CHP05112,叶底珠,0.4444444444444444,18.0,18.0,8.0,8.0
499,CHP04867,鸦片,0.4444444444444444,9.0,9.0,4.0,3.0
500,CHP01537,湖北贝母,0.4444444444444444,9.0,9.0,4.0,3.0
501,CHP00044,芭蕉花,0.4444444444444444,9.0,9.0,4.0,4.0
502,CHP01002,繁缕,0.4444444444444444,9.0,9.0,4.0,4.0
503,CHP05376,泽兰,0.4444444444444444,45.0,45.0,20.0,19.0
504,CHP02523,落新妇,0.4444444444444444,18.0,18.0,8.0,2.0
505,CHP00059,白菖,0.4426229508196721,61.0,61.0,27.0,23.0
506,CHP01114,覆盆子,0.4423076923076923,52.0,52.0,23.0,17.0
507,CHP02180,莱菔子,0.4411764705882353,34.0,34.0,15.0,13.0
508,CHP03979,苏木,0.44,50.0,50.0,22.0,15.0
509,CHP02489,罗布麻叶,0.44,25.0,25.0,11.0,9.0
510,CHP00906,堆心菊,0.44,25.0,25.0,11.0,10.0
511,CHP02863,木瓜,0.43902439024390244,41.0,41.0,18.0,15.0
512,CHP06122,桑黄,0.4375,16.0,16.0,7.0,6.0
513,CHP01058,蜂斗菜,0.43617021276595747,94.0,94.0,41.0,34.0
514,CHP04413,五色梅,0.43478260869565216,23.0,23.0,10.0,9.0
515,CHP01898,芥子,0.4338235294117647,136.0,136.0,59.0,55.0
516,CHP01273,贯众,0.43243243243243246,37.0,37.0,16.0,15.0
517,CHP00315,草豆蔻,0.43243243243243246,37.0,37.0,16.0,14.0
518,CHP00441,刺柏,0.43243243243243246,37.0,37.0,16.0,13.0
519,CHP00071,白饭豆,0.43137254901960786,51.0,51.0,22.0,22.0
520,CHP01334,海带,0.4307692307692308,65.0,65.0,28.0,26.0
521,CHP03213,荞麦,0.42857142857142855,14.0,14.0,6.0,6.0
522,CHP02510,萝藦,0.42857142857142855,14.0,14.0,6.0,6.0
523,CHP03020,牛尾蒿,0.42857142857142855,14.0,14.0,6.0,5.0
524,CHP01506,厚皮香,0.42857142857142855,7.0,7.0,3.0,3.0
525,CHP01702,黄麻叶,0.42857142857142855,7.0,7.0,3.0,3.0
526,CHP01598,华桑,0.42857142857142855,14.0,14.0,6.0,3.0
527,CHP02463,鹿角菜,0.42857142857142855,7.0,7.0,3.0,3.0
528,CHP01235,枸杞叶,0.42857142857142855,14.0,14.0,6.0,6.0
529,CHP01573,花叶假杜鹃,0.42857142857142855,7.0,7.0,3.0,3.0
530,CHP01907,金粉蕨,0.42857142857142855,7.0,7.0,3.0,2.0
531,CHP01739,黄菀,0.42857142857142855,7.0,7.0,3.0,3.0
532,CHP00672,地耳草,0.42857142857142855,98.0,98.0,42.0,29.0
533,CHP00728,灯油藤子,0.42857142857142855,7.0,7.0,3.0,3.0
534,CHP01338,海金砂,0.42857142857142855,28.0,28.0,12.0,9.0
535,CHP03434,桑枝,0.42857142857142855,35.0,35.0,15.0,13.0
536,CHP05221,油茶根皮,0.42857142857142855,7.0,7.0,3.0,3.0
537,CHP03132,葡萄柚,0.42857142857142855,7.0,7.0,3.0,2.0
538,CHP05183,银线草,0.42857142857142855,7.0,7.0,3.0,3.0
539,CHP03981,苏铁,0.42857142857142855,7.0,7.0,3.0,2.0
540,CHP04995,洋蓍草,0.42857142857142855,7.0,7.0,3.0,3.0
541,CHP04886,亚罗椿,0.42857142857142855,7.0,7.0,3.0,3.0
542,CHP04290,万寿菊,0.42857142857142855,7.0,7.0,3.0,3.0
543,CHP04363,巫山淫羊藿,0.42857142857142855,7.0,7.0,3.0,3.0
544,CHP03910,水仙,0.42857142857142855,7.0,7.0,3.0,1.0
545,CHP04485,细叶桉叶,0.42857142857142855,7.0,7.0,3.0,3.0
546,CHP00496,大风子,0.42857142857142855,28.0,28.0,12.0,6.0
547,CHP00485,大丁草,0.42857142857142855,28.0,28.0,12.0,8.0
548,CHP02172,辣椒,0.42592592592592593,108.0,108.0,46.0,37.0
549,CHP04083,天冬,0.42592592592592593,54.0,54.0,23.0,22.0
550,CHP00186,柏子仁,0.425531914893617,47.0,47.0,20.0,13.0
551,CHP00140,白首乌,0.425,40.0,40.0,17.0,17.0
552,CHP04807,绣线菊,0.42424242424242425,33.0,33.0,14.0,13.0
553,CHP01608,化橘红,0.42424242424242425,33.0,33.0,14.0,10.0
554,CHP00300,苍耳子,0.4225352112676056,71.0,71.0,30.0,24.0
555,CHP02756,梅花,0.421875,64.0,64.0,27.0,20.0
556,CHP04042,太子参,0.42105263157894735,19.0,19.0,8.0,7.0
557,CHP03867,水蓼,0.4166666666666667,12.0,12.0,5.0,5.0
558,CHP02310,莲叶橐吾,0.4166666666666667,12.0,12.0,5.0,5.0
559,CHP04084,天胡荽,0.4166666666666667,12.0,12.0,5.0,5.0
560,CHP00313,草苁蓉,0.4166666666666667,36.0,36.0,15.0,15.0
561,CHP00486,大豆,0.4166666666666667,12.0,12.0,5.0,5.0
562,CHP04902,芫荽子,0.4117647058823529,17.0,17.0,7.0,7.0
563,CHP01019,飞燕草,0.4117647058823529,17.0,17.0,7.0,7.0
564,CHP00816,冬瓜子,0.41025641025641024,39.0,39.0,16.0,14.0
565,CHP06091,茯苓皮,0.41025641025641024,39.0,39.0,16.0,16.0
566,CHP01543,槲寄生,0.4098360655737705,61.0,61.0,25.0,24.0
567,CHP00191,斑鸠菊,0.4090909090909091,22.0,22.0,9.0,9.0
568,CHP02418,龙血树,0.4090909090909091,22.0,22.0,9.0,8.0
569,CHP00997,番泻叶,0.4090909090909091,22.0,22.0,9.0,6.0
570,CHP00258,扁豆,0.40860215053763443,93.0,93.0,38.0,31.0
571,CHP01681,黄荆子,0.4077669902912621,103.0,103.0,42.0,41.0
572,CHP00660,稻草,0.4074074074074074,27.0,27.0,11.0,11.0
573,CHP04225,土茯苓,0.4074074074074074,27.0,27.0,11.0,11.0
574,CHP00806,东风橘根,0.4074074074074074,27.0,27.0,11.0,5.0
575,CHP03104,啤酒花,0.4074074074074074,54.0,54.0,22.0,17.0
576,CHP00039,巴戟天,0.40522875816993464,153.0,153.0,62.0,38.0
577,CHP02057,蕨菜,0.40425531914893614,47.0,47.0,19.0,18.0
578,CHP01477,红芪,0.40425531914893614,47.0,47.0,19.0,16.0
579,CHP00455,刺桐,0.40384615384615385,104.0,104.0,42.0,22.0
580,CHP00470,翠雀花,0.40384615384615385,52.0,52.0,21.0,19.0
581,CHP01416,红豆杉,0.4032846715328467,548.0,548.0,221.0,211.0
582,CHP00812,冬瓜皮,0.40229885057471265,174.0,174.0,70.0,54.0
583,CHP04682,小蓟,0.4,5.0,5.0,2.0,2.0
584,CHP04958,羊角拗,0.4,10.0,10.0,4.0,4.0
585,CHP04822,萱草根,0.4,5.0,5.0,2.0,2.0
586,CHP00482,大巢菜,0.4,5.0,5.0,2.0,2.0
587,CHP00448,刺梨,0.4,5.0,5.0,2.0,1.0
588,CHP04816,徐长卿,0.4,15.0,15.0,6.0,4.0
589,CHP00213,榜嘎,0.4,5.0,5.0,2.0,2.0
590,CHP01558,虎掌草,0.4,5.0,5.0,2.0,2.0
591,CHP04591,香橼,0.4,10.0,10.0,4.0,4.0
592,CHP01840,假百合,0.4,5.0,5.0,2.0,2.0
593,CHP02898,木天蓼,0.4,25.0,25.0,10.0,10.0
594,CHP01181,戈壁天门冬,0.4,10.0,10.0,4.0,4.0
595,CHP03027,牛心茄子,0.4,5.0,5.0,2.0,2.0
596,CHP04276,豌豆,0.4,10.0,10.0,4.0,3.0
597,CHP04285,万年青根,0.4,10.0,10.0,4.0,4.0
598,CHP00770,调经草,0.4,5.0,5.0,2.0,2.0
599,CHP00670,地胆草,0.4,10.0,10.0,4.0,4.0
600,CHP02065,看麦娘状莎草,0.4,15.0,15.0,6.0,5.0
601,CHP03647,蛇根草,0.4,10.0,10.0,4.0,4.0
602,CHP03589,山小橘,0.4,5.0,5.0,2.0,2.0
603,CHP03561,山柰,0.4,20.0,20.0,8.0,7.0
604,CHP03518,山胡椒,0.4,5.0,5.0,2.0,2.0
605,CHP01042,风轮菜,0.4,40.0,40.0,16.0,16.0
606,CHP01813,吉祥草,0.4,20.0,20.0,8.0,8.0
607,CHP00331,茶树根,0.4,5.0,5.0,2.0,2.0
608,CHP05309,圆滑番荔枝,0.4,5.0,5.0,2.0,2.0
609,CHP05572,竹沥,0.4,15.0,15.0,6.0,5.0
610,CHP05582,竹叶椒,0.4,10.0,10.0,4.0,3.0
611,CHP05486,蜘蛛香,0.4,10.0,10.0,4.0,0.0
612,CHP01740,黄心果,0.4,15.0,15.0,6.0,5.0
613,CHP04962,羊角藤,0.4,5.0,5.0,2.0,2.0
614,CHP01884,角蒿,0.4,10.0,10.0,4.0,2.0
615,CHP01412,红椿,0.4,5.0,5.0,2.0,2.0
616,CHP00103,白金果榄,0.4,10.0,10.0,4.0,3.0
617,CHP02216,榔榆皮,0.4,5.0,5.0,2.0,1.0
618,CHP05831,龟甲,0.4,5.0,5.0,2.0,1.0
619,CHP02340,列当,0.4,5.0,5.0,2.0,2.0
620,CHP02639,芒果核,0.4,5.0,5.0,2.0,2.0
621,CHP02934,南山藤,0.4,5.0,5.0,2.0,2.0
622,CHP02814,绵枣儿,0.4,10.0,10.0,4.0,4.0
623,CHP02713,毛蕊花,0.4,5.0,5.0,2.0,2.0
624,CHP02675,毛冬青,0.4,5.0,5.0,2.0,1.0
625,CHP00231,北玄参,0.4,15.0,15.0,6.0,5.0
626,CHP00206,半边苏,0.4,35.0,35.0,14.0,12.0
627,CHP00098,白花油麻藤,0.4,5.0,5.0,2.0,2.0
628,CHP01035,粉葛,0.4,5.0,5.0,2.0,2.0
629,CHP00853,毒芹根,0.4,10.0,10.0,4.0,4.0
630,CHP04313,尾叶香茶菜,0.4,35.0,35.0,14.0,14.0
631,CHP03806,鼠曲草,0.4,10.0,10.0,4.0,2.0
632,CHP03871,水龙骨,0.4,25.0,25.0,10.0,10.0
633,CHP02137,苦玄参,0.4,20.0,20.0,8.0,8.0
634,CHP03565,山萩,0.4,5.0,5.0,2.0,2.0
635,CHP03503,山矾,0.4,5.0,5.0,2.0,2.0
636,CHP00849,豆油,0.4,10.0,10.0,4.0,4.0
637,CHP00722,灯笼草,0.4,10.0,10.0,4.0,4.0
638,CHP00742,滇黄芩,0.4,10.0,10.0,4.0,2.0
639,CHP03097,皮哨子,0.4,5.0,5.0,2.0,2.0
640,CHP02420,龙牙楤木,0.4,5.0,5.0,2.0,2.0
641,CHP02514,骆驼蓬,0.4,5.0,5.0,2.0,2.0
642,CHP01345,海州骨碎补,0.4,10.0,10.0,4.0,4.0
643,CHP00014,艾叶,0.3979848866498741,397.0,397.0,158.0,127.0
644,CHP01834,夹竹桃,0.39655172413793105,58.0,58.0,23.0,22.0
645,CHP00076,白附子,0.39655172413793105,58.0,58.0,23.0,19.0
646,CHP05255,余甘子,0.3958333333333333,48.0,48.0,19.0,19.0
647,CHP03397,三七,0.39316239316239315,117.0,117.0,46.0,37.0
648,CHP00305,藏边大黄,0.39285714285714285,28.0,28.0,11.0,9.0
649,CHP01771,藿香,0.3888888888888889,72.0,72.0,28.0,19.0
650,CHP02638,芒果,0.3888888888888889,36.0,36.0,14.0,13.0
651,CHP00458,葱白,0.38571428571428573,70.0,70.0,27.0,21.0
652,CHP02440,漏芦,0.38461538461538464,26.0,26.0,10.0,10.0
653,CHP04523,夏至草,0.38461538461538464,13.0,13.0,5.0,5.0
654,CHP02612,麦芽,0.38461538461538464,26.0,26.0,10.0,5.0
655,CHP02676,毛萼香茶菜,0.38461538461538464,39.0,39.0,15.0,12.0
656,CHP00872,独一味,0.38461538461538464,26.0,26.0,10.0,10.0
657,CHP05377,泽漆,0.38461538461538464,39.0,39.0,15.0,14.0
658,CHP05286,玉米须,0.38461538461538464,13.0,13.0,5.0,5.0
659,CHP00323,草乌叶,0.38461538461538464,13.0,13.0,5.0,5.0
660,CHP04893,烟草,0.38461538461538464,13.0,13.0,5.0,5.0
661,CHP00274,槟榔,0.38372093023255816,172.0,172.0,66.0,54.0
662,CHP01357,何首乌,0.38235294117647056,34.0,34.0,13.0,11.0
663,CHP04552,香茶菜,0.38228941684665224,463.0,463.0,177.0,173.0
664,CHP05704,紫玉盘,0.38095238095238093,21.0,21.0,8.0,7.0
665,CHP05615,梓叶,0.38095238095238093,21.0,21.0,8.0,8.0
666,CHP03657,蛇葡萄,0.38095238095238093,21.0,21.0,8.0,8.0
667,CHP01515,胡椒,0.3805970149253731,134.0,134.0,51.0,47.0
668,CHP01508,厚朴,0.38016528925619836,121.0,121.0,46.0,30.0
669,CHP02063,开口箭,0.38,50.0,50.0,19.0,18.0
670,CHP03491,山慈菇,0.38,50.0,50.0,19.0,16.0
671,CHP00416,川木香,0.3793103448275862,29.0,29.0,11.0,11.0
672,CHP01656,黄花夹竹桃,0.3783783783783784,37.0,37.0,14.0,13.0
673,CHP02297,连钱草,0.3770491803278688,61.0,61.0,23.0,21.0
674,CHP05157,益母草,0.37681159420289856,69.0,69.0,26.0,24.0
675,CHP00355,车前草,0.3756345177664975,197.0,197.0,74.0,63.0
676,CHP03334,榕树,0.375,16.0,16.0,6.0,6.0
677,CHP00945,多穗石柯叶,0.375,8.0,8.0,3.0,3.0
678,CHP00612,代代花,0.375,96.0,96.0,36.0,34.0
679,CHP05662,紫茉莉,0.375,8.0,8.0,3.0,3.0
680,CHP00466,粗榧子,0.375,8.0,8.0,3.0,3.0
681,CHP05634,紫红獐牙菜,0.375,8.0,8.0,3.0,2.0
682,CHP04574,香排草,0.375,8.0,8.0,3.0,3.0
683,CHP01846,假蒟子,0.375,8.0,8.0,3.0,3.0
684,CHP06129,松蕈,0.375,8.0,8.0,3.0,3.0
685,CHP01693,黄龙胆,0.375,16.0,16.0,6.0,6.0
686,CHP04643,小飞蓬,0.375,8.0,8.0,3.0,3.0
687,CHP01316,桂花,0.375,8.0,8.0,3.0,3.0
688,CHP01288,光叶巴豆,0.375,24.0,24.0,9.0,8.0
689,CHP01256,关白附,0.375,16.0,16.0,6.0,5.0
690,CHP01346,含羞草,0.375,8.0,8.0,3.0,3.0
691,CHP02439,耧斗菜,0.375,16.0,16.0,6.0,6.0
692,CHP02566,马齿苋,0.375,64.0,64.0,24.0,24.0
693,CHP01424,红厚壳,0.375,40.0,40.0,15.0,6.0
694,CHP01272,贯叶连翘,0.375,32.0,32.0,12.0,8.0
695,CHP04390,梧桐,0.375,8.0,8.0,3.0,2.0
696,CHP03753,石蒜,0.375,16.0,16.0,6.0,6.0
697,CHP00859,独角莲,0.375,8.0,8.0,3.0,3.0
698,CHP03705,石莼,0.375,8.0,8.0,3.0,3.0
699,CHP04002,酸石榴,0.375,8.0,8.0,3.0,3.0
700,CHP00424,垂盆草,0.373134328358209,67.0,67.0,25.0,19.0
701,CHP00088,白花菜子,0.3723404255319149,94.0,94.0,35.0,31.0
702,CHP01185,葛根,0.37209302325581395,43.0,43.0,16.0,16.0
703,CHP01356,合欢皮,0.37142857142857144,35.0,35.0,13.0,10.0
704,CHP02901,木通,0.3709677419354839,62.0,62.0,23.0,22.0
705,CHP02400,龙胆草,0.36923076923076925,65.0,65.0,24.0,23.0
706,CHP02219,莨菪叶,0.3684210526315789,38.0,38.0,14.0,13.0
707,CHP01936,金雀花,0.3684210526315789,19.0,19.0,7.0,6.0
708,CHP03695,蓍实,0.3684210526315789,19.0,19.0,7.0,7.0
