rank,CHP_ID,Chinese_herbal_pieces,high_quality_ratio,total_compounds,effective_count,high_quality_count,ultra_high_count
709,CHP01326,桂枝,0.3684210526315789,57.0,57.0,21.0,16.0
710,CHP02889,木榄,0.3684210526315789,19.0,19.0,7.0,7.0
711,CHP00209,半夏,0.36774193548387096,155.0,155.0,57.0,51.0
712,CHP00048,菝葜,0.36666666666666664,90.0,90.0,33.0,26.0
713,CHP03444,沙棘,0.36666666666666664,90.0,90.0,33.0,24.0
714,CHP05782,蟾酥,0.36619718309859156,71.0,71.0,26.0,26.0
715,CHP00106,白蜡树皮,0.36585365853658536,82.0,82.0,30.0,25.0
716,CHP02030,橘红,0.36538461538461536,52.0,52.0,19.0,15.0
717,CHP00519,大戟,0.3644859813084112,107.0,107.0,39.0,32.0
718,CHP05132,一年蓬,0.36363636363636365,22.0,22.0,8.0,7.0
719,CHP01968,金盏菊,0.36363636363636365,44.0,44.0,16.0,16.0
720,CHP00347,常春藤,0.36363636363636365,11.0,11.0,4.0,4.0
721,CHP04629,小檗,0.36363636363636365,11.0,11.0,4.0,4.0
722,CHP04599,响铃草,0.36363636363636365,11.0,11.0,4.0,3.0
723,CHP00454,刺楸树皮,0.36363636363636365,11.0,11.0,4.0,4.0
724,CHP06117,蘑菇,0.36363636363636365,11.0,11.0,4.0,4.0
725,CHP02308,莲生桂子花,0.36363636363636365,11.0,11.0,4.0,4.0
726,CHP01207,钩吻,0.36363636363636365,77.0,77.0,28.0,18.0
727,CHP00974,耳草,0.36363636363636365,11.0,11.0,4.0,4.0
728,CHP02892,木麻黄,0.36363636363636365,11.0,11.0,4.0,4.0
729,CHP01015,飞廉,0.36363636363636365,11.0,11.0,4.0,4.0
730,CHP01309,鬼箭锦鸡儿,0.36363636363636365,11.0,11.0,4.0,4.0
731,CHP03263,清风藤,0.36363636363636365,11.0,11.0,4.0,4.0
732,CHP01965,金鱼藤,0.36363636363636365,11.0,11.0,4.0,4.0
733,CHP00019,安息香,0.36257309941520466,171.0,171.0,62.0,48.0
734,CHP01367,核桃仁,0.3620689655172414,58.0,58.0,21.0,17.0
735,CHP05805,蜂胶,0.3614457831325301,83.0,83.0,30.0,22.0
736,CHP00303,苍术,0.36036036036036034,111.0,111.0,40.0,35.0
737,CHP00875,杜茎山,0.36,25.0,25.0,9.0,8.0
738,CHP01756,茴芹,0.36,25.0,25.0,9.0,9.0
739,CHP01741,黄杨,0.36,25.0,25.0,9.0,9.0
740,CHP02604,买麻藤,0.358974358974359,39.0,39.0,14.0,13.0
741,CHP02855,木鳖子,0.35714285714285715,14.0,14.0,5.0,4.0
742,CHP03013,牛舌草,0.35714285714285715,14.0,14.0,5.0,5.0
743,CHP00445,刺槐花,0.35714285714285715,14.0,14.0,5.0,5.0
744,CHP05338,云南甘草,0.35714285714285715,14.0,14.0,5.0,5.0
745,CHP05687,紫菀,0.35714285714285715,28.0,28.0,10.0,9.0
746,CHP02602,马醉木,0.35714285714285715,14.0,14.0,5.0,5.0
747,CHP03186,千屈菜,0.35714285714285715,28.0,28.0,10.0,7.0
748,CHP00386,赤杨,0.3548387096774194,31.0,31.0,11.0,9.0
749,CHP02125,苦木,0.3548387096774194,62.0,62.0,22.0,22.0
750,CHP05557,猪鬃草,0.35294117647058826,17.0,17.0,6.0,6.0
751,CHP05061,野马追,0.35294117647058826,17.0,17.0,6.0,6.0
752,CHP02055,决明,0.35294117647058826,17.0,17.0,6.0,5.0
753,CHP03843,水红花子,0.35294117647058826,17.0,17.0,6.0,5.0
754,CHP00678,地骨皮,0.35294117647058826,34.0,34.0,12.0,10.0
755,CHP02305,莲花,0.35294117647058826,17.0,17.0,6.0,5.0
756,CHP01118,甘草,0.3519061583577713,341.0,341.0,120.0,82.0
757,CHP03178,千斤拔,0.35135135135135137,37.0,37.0,13.0,9.0
758,CHP00037,巴豆,0.35036496350364965,137.0,137.0,48.0,35.0
759,CHP06113,马勃,0.35,20.0,20.0,7.0,5.0
760,CHP02630,蔓荆,0.35,20.0,20.0,7.0,6.0
761,CHP00361,陈皮,0.34951456310679613,103.0,103.0,36.0,24.0
762,CHP05104,野芝麻,0.3488372093023256,43.0,43.0,15.0,7.0
763,CHP04469,喜树,0.34782608695652173,23.0,23.0,8.0,4.0
764,CHP01933,金荞麦,0.34782608695652173,23.0,23.0,8.0,5.0
765,CHP02750,玫瑰花,0.3469387755102041,49.0,49.0,17.0,13.0
766,CHP02131,苦树皮,0.3448275862068966,58.0,58.0,20.0,19.0
767,CHP00316,草果,0.3448275862068966,29.0,29.0,10.0,9.0
768,CHP03605,山楂叶,0.3448275862068966,29.0,29.0,10.0,9.0
769,CHP03461,砂仁,0.34375,64.0,64.0,22.0,20.0
770,CHP00417,川乌,0.34328358208955223,268.0,268.0,92.0,86.0
771,CHP03997,酸浆,0.34285714285714286,35.0,35.0,12.0,11.0
772,CHP02272,藜芦,0.34210526315789475,38.0,38.0,13.0,13.0
773,CHP05676,紫苏,0.34210526315789475,38.0,38.0,13.0,11.0
774,CHP00797,东北雷公藤,0.34210526315789475,38.0,38.0,13.0,10.0
775,CHP01809,积雪草,0.34146341463414637,41.0,41.0,14.0,14.0
776,CHP00608,大枣,0.34146341463414637,164.0,164.0,56.0,49.0
777,CHP01780,鸡骨草,0.3404255319148936,47.0,47.0,16.0,16.0
778,CHP00121,白毛藤,0.33884297520661155,121.0,121.0,41.0,37.0
779,CHP00241,萆薢,0.33783783783783783,74.0,74.0,25.0,23.0
780,CHP00013,艾实,0.3333333333333333,12.0,12.0,4.0,3.0
781,CHP00854,毒蛆草,0.3333333333333333,3.0,3.0,1.0,1.0
782,CHP05834,蛤蚧,0.3333333333333333,3.0,3.0,1.0,1.0
783,CHP00015,安哥拉八角枫,0.3333333333333333,9.0,9.0,3.0,1.0
784,CHP02085,苦芺,0.3333333333333333,3.0,3.0,1.0,1.0
785,CHP00803,东方荚果蕨,0.3333333333333333,9.0,9.0,3.0,2.0
786,CHP00940,多穗蓼,0.3333333333333333,6.0,6.0,2.0,2.0
787,CHP00936,多裂委陵菜,0.3333333333333333,3.0,3.0,1.0,1.0
788,CHP00802,东方狗脊,0.3333333333333333,12.0,12.0,4.0,4.0
789,CHP02494,罗锅底,0.3333333333333333,9.0,9.0,3.0,3.0
790,CHP05548,猪毛蒿,0.3333333333333333,3.0,3.0,1.0,1.0
791,CHP03863,水苦荬,0.3333333333333333,6.0,6.0,2.0,2.0
792,CHP01350,旱芹,0.3333333333333333,27.0,27.0,9.0,7.0
793,CHP02456,陆地棉,0.3333333333333333,3.0,3.0,1.0,0.0
794,CHP01310,鬼箭羽,0.3333333333333333,42.0,42.0,14.0,11.0
795,CHP01327,桂竹香,0.3333333333333333,3.0,3.0,1.0,1.0
796,CHP00256,鞭叶铁线蕨,0.3333333333333333,12.0,12.0,4.0,4.0
797,CHP02025,菊芋,0.3333333333333333,6.0,6.0,2.0,2.0
798,CHP03853,水黄连,0.3333333333333333,6.0,6.0,2.0,2.0
799,CHP00969,鄂报春,0.3333333333333333,3.0,3.0,1.0,1.0
800,CHP00902,断节参,0.3333333333333333,3.0,3.0,1.0,1.0
801,CHP03306,拳参,0.3333333333333333,3.0,3.0,1.0,1.0
802,CHP01985,荆芥穗,0.3333333333333333,6.0,6.0,2.0,2.0
803,CHP02501,罗汉松叶,0.3333333333333333,9.0,9.0,3.0,2.0
804,CHP05320,月桂叶,0.3333333333333333,6.0,6.0,2.0,2.0
805,CHP01261,关木通,0.3333333333333333,12.0,12.0,4.0,4.0
806,CHP01822,蕺叶秋海棠,0.3333333333333333,3.0,3.0,1.0,1.0
807,CHP05174,银柴胡,0.3333333333333333,6.0,6.0,2.0,2.0
808,CHP03099,枇杷核,0.3333333333333333,6.0,6.0,2.0,2.0
809,CHP03107,偏翅唐松草,0.3333333333333333,3.0,3.0,1.0,1.0
810,CHP03050,欧当归,0.3333333333333333,3.0,3.0,1.0,0.0
811,CHP00708,地刷子,0.3333333333333333,15.0,15.0,5.0,5.0
812,CHP03116,萍蓬草,0.3333333333333333,6.0,6.0,2.0,2.0
813,CHP03120,婆罗门皂荚,0.3333333333333333,9.0,9.0,3.0,2.0
814,CHP04127,甜叶菊,0.3333333333333333,3.0,3.0,1.0,1.0
815,CHP01230,枸橘,0.3333333333333333,12.0,12.0,4.0,3.0
816,CHP04165,铁丝七,0.3333333333333333,6.0,6.0,2.0,2.0
817,CHP04268,娃儿藤,0.3333333333333333,6.0,6.0,2.0,2.0
818,CHP01366,核桃楸果仁,0.3333333333333333,6.0,6.0,2.0,1.0
819,CHP01946,金挖耳,0.3333333333333333,3.0,3.0,1.0,1.0
820,CHP03270,苘麻子,0.3333333333333333,3.0,3.0,1.0,0.0
821,CHP03273,秋枫木,0.3333333333333333,3.0,3.0,1.0,1.0
822,CHP01953,金腰,0.3333333333333333,3.0,3.0,1.0,1.0
823,CHP01931,金钱草,0.3333333333333333,27.0,27.0,9.0,7.0
824,CHP03187,千日红,0.3333333333333333,12.0,12.0,4.0,4.0
825,CHP03202,羌活,0.3333333333333333,102.0,102.0,34.0,31.0
826,CHP03905,水团花,0.3333333333333333,6.0,6.0,2.0,2.0
827,CHP03194,芡实,0.3333333333333333,3.0,3.0,1.0,0.0
828,CHP03907,水蜈蚣,0.3333333333333333,3.0,3.0,1.0,1.0
829,CHP03784,手参,0.3333333333333333,12.0,12.0,4.0,3.0
830,CHP02371,柳穿鱼,0.3333333333333333,9.0,9.0,3.0,2.0
831,CHP02375,柳杉,0.3333333333333333,21.0,21.0,7.0,6.0
832,CHP04449,西瓜,0.3333333333333333,15.0,15.0,5.0,3.0
833,CHP04527,仙人掌,0.3333333333333333,3.0,3.0,1.0,1.0
834,CHP04473,细葛缕子,0.3333333333333333,30.0,30.0,10.0,10.0
835,CHP04571,香茅,0.3333333333333333,3.0,3.0,1.0,1.0
836,CHP02935,南蛇竻,0.3333333333333333,12.0,12.0,4.0,3.0
837,CHP00998,翻白草,0.3333333333333333,15.0,15.0,5.0,5.0
838,CHP02997,牛耳枫子,0.3333333333333333,6.0,6.0,2.0,2.0
839,CHP01054,枫香寄生,0.3333333333333333,3.0,3.0,1.0,0.0
840,CHP00638,当归,0.3333333333333333,171.0,171.0,57.0,45.0
841,CHP04431,五爪龙,0.3333333333333333,6.0,6.0,2.0,1.0
842,CHP00514,大黄花,0.3333333333333333,9.0,9.0,3.0,3.0
843,CHP04326,文殊兰,0.3333333333333333,60.0,60.0,20.0,10.0
844,CHP00573,大叶柴胡,0.3333333333333333,9.0,9.0,3.0,3.0
845,CHP04170,铁仔,0.3333333333333333,3.0,3.0,1.0,1.0
846,CHP02582,马蔺子,0.3333333333333333,3.0,3.0,1.0,1.0
847,CHP05012,野百合,0.3333333333333333,3.0,3.0,1.0,1.0
848,CHP02847,木半夏根,0.3333333333333333,3.0,3.0,1.0,1.0
849,CHP01132,肝风草,0.3333333333333333,18.0,18.0,6.0,5.0
850,CHP01172,高山唐松草,0.3333333333333333,3.0,3.0,1.0,1.0
851,CHP01864,姜黄,0.3333333333333333,48.0,48.0,16.0,13.0
852,CHP02913,苜蓿,0.3333333333333333,6.0,6.0,2.0,2.0
853,CHP01159,杠香藤,0.3333333333333333,3.0,3.0,1.0,1.0
854,CHP04583,香唐松草,0.3333333333333333,3.0,3.0,1.0,1.0
855,CHP04460,西洋梨,0.3333333333333333,3.0,3.0,1.0,1.0
856,CHP01430,红花龙胆,0.3333333333333333,3.0,3.0,1.0,1.0
857,CHP01414,红豆蔻,0.3333333333333333,42.0,42.0,14.0,11.0
858,CHP01387,黑水翠雀,0.3333333333333333,3.0,3.0,1.0,1.0
859,CHP05087,野鸦椿,0.3333333333333333,3.0,3.0,1.0,1.0
860,CHP01776,鸡蛋花,0.3333333333333333,15.0,15.0,5.0,5.0
861,CHP00308,藏青果,0.3333333333333333,3.0,3.0,1.0,1.0
862,CHP02562,马鞭草,0.3333333333333333,42.0,42.0,14.0,12.0
863,CHP02159,昆明鸡血藤,0.3333333333333333,3.0,3.0,1.0,1.0
864,CHP04904,岩败酱,0.3333333333333333,3.0,3.0,1.0,1.0
865,CHP04903,岩白菜,0.3333333333333333,3.0,3.0,1.0,1.0
866,CHP01460,红毛七,0.3333333333333333,9.0,9.0,3.0,3.0
867,CHP00472,打碗花,0.3333333333333333,3.0,3.0,1.0,1.0
868,CHP04616,橡实,0.3333333333333333,6.0,6.0,2.0,2.0
869,CHP04900,芫花根,0.3333333333333333,3.0,3.0,1.0,1.0
870,CHP00444,刺果苏木,0.3333333333333333,36.0,36.0,12.0,12.0
871,CHP04736,小叶贯众,0.3333333333333333,6.0,6.0,2.0,2.0
872,CHP01876,胶质鼠尾草,0.3333333333333333,3.0,3.0,1.0,1.0
873,CHP00415,川木通,0.3333333333333333,96.0,96.0,32.0,20.0
874,CHP00987,番木瓜,0.3333333333333333,24.0,24.0,8.0,8.0
875,CHP00381,赤麻,0.3333333333333333,3.0,3.0,1.0,1.0
876,CHP00397,臭梧桐,0.3333333333333333,18.0,18.0,6.0,6.0
877,CHP04984,杨梅,0.3333333333333333,9.0,9.0,3.0,3.0
878,CHP02670,毛大丁草,0.3333333333333333,9.0,9.0,3.0,1.0
879,CHP04896,烟窝草,0.3333333333333333,9.0,9.0,3.0,3.0
880,CHP02121,苦楝叶,0.3333333333333333,3.0,3.0,1.0,1.0
881,CHP02119,苦楝皮,0.3333333333333333,87.0,87.0,29.0,28.0
882,CHP03360,蕤仁,0.3333333333333333,3.0,3.0,1.0,1.0
883,CHP05689,紫葳茎叶,0.3333333333333333,6.0,6.0,2.0,2.0
884,CHP03576,山莴苣,0.3333333333333333,6.0,6.0,2.0,2.0
885,CHP06033,乌梢蛇,0.3333333333333333,3.0,3.0,1.0,1.0
886,CHP03449,沙塘木,0.3333333333333333,9.0,9.0,3.0,0.0
887,CHP03532,山姜,0.3333333333333333,18.0,18.0,6.0,5.0
888,CHP05955,蜜蜡,0.3333333333333333,3.0,3.0,1.0,0.0
889,CHP05881,鸡内金,0.3333333333333333,3.0,3.0,1.0,1.0
890,CHP02333,亮叶桦皮,0.3333333333333333,3.0,3.0,1.0,1.0
891,CHP00189,斑草,0.3333333333333333,15.0,15.0,5.0,4.0
892,CHP02270,藜草,0.3333333333333333,3.0,3.0,1.0,1.0
893,CHP01630,黄柏,0.3333333333333333,54.0,54.0,18.0,17.0
894,CHP00208,半枫荷,0.3333333333333333,3.0,3.0,1.0,1.0
895,CHP00183,柏树叶,0.3333333333333333,6.0,6.0,2.0,1.0
896,CHP00543,板蓝根,0.3316062176165803,193.0,193.0,64.0,50.0
897,CHP00003,阿魏,0.3308270676691729,133.0,133.0,44.0,38.0
898,CHP01623,槐花,0.33035714285714285,112.0,112.0,37.0,30.0
899,CHP00212,半枝莲,0.3274336283185841,113.0,113.0,37.0,31.0
900,CHP01516,胡芦巴,0.3263888888888889,144.0,144.0,47.0,45.0
901,CHP01519,胡萝卜子,0.32558139534883723,43.0,43.0,14.0,11.0
902,CHP00412,川贝母,0.32456140350877194,228.0,228.0,74.0,66.0
903,CHP00246,蓖麻子,0.32432432432432434,37.0,37.0,12.0,10.0
904,CHP03716,石斛,0.32432432432432434,74.0,74.0,24.0,21.0
905,CHP01514,胡黄连,0.32432432432432434,74.0,74.0,24.0,24.0
906,CHP03609,山茱萸,0.323943661971831,71.0,71.0,23.0,15.0
907,CHP01603,华泽兰,0.3235294117647059,34.0,34.0,11.0,11.0
908,CHP02541,葎草,0.3225806451612903,31.0,31.0,10.0,6.0
909,CHP00326,侧柏叶,0.32222222222222224,90.0,90.0,29.0,21.0
910,CHP00170,百合,0.32116788321167883,137.0,137.0,44.0,36.0
911,CHP02808,绵萆薢,0.32075471698113206,53.0,53.0,17.0,17.0
912,CHP00457,葱,0.32,25.0,25.0,8.0,3.0
913,CHP00030,八角茴香,0.31954887218045114,266.0,266.0,85.0,75.0
914,CHP00689,地黄,0.3192982456140351,285.0,285.0,91.0,81.0
915,CHP00984,番荔枝,0.3192982456140351,285.0,285.0,91.0,80.0
916,CHP00032,八角莲,0.3188405797101449,138.0,138.0,44.0,35.0
917,CHP02161,昆明山海棠,0.3181818181818182,44.0,44.0,14.0,13.0
918,CHP00443,刺果甘草,0.3181818181818182,22.0,22.0,7.0,7.0
919,CHP05186,银杏叶,0.3181818181818182,44.0,44.0,14.0,13.0
920,CHP02546,麻黄,0.3181818181818182,88.0,88.0,28.0,21.0
921,CHP05427,长管香茶菜,0.3181818181818182,22.0,22.0,7.0,6.0
922,CHP00513,大黄,0.3170731707317073,205.0,205.0,65.0,47.0
923,CHP00775,丁公藤,0.31666666666666665,60.0,60.0,19.0,15.0
924,CHP05140,一枝黄花,0.3157894736842105,19.0,19.0,6.0,6.0
925,CHP05962,牛黄,0.3157894736842105,19.0,19.0,6.0,6.0
926,CHP03182,千里光,0.3142857142857143,35.0,35.0,11.0,9.0
927,CHP00306,藏红花,0.31343283582089554,134.0,134.0,42.0,35.0
928,CHP03698,十大功劳叶,0.31343283582089554,67.0,67.0,21.0,21.0
929,CHP00162,白芷,0.3127035830618892,307.0,307.0,96.0,67.0
930,CHP00772,跌打老,0.3125,16.0,16.0,5.0,5.0
931,CHP00500,大果大戟,0.3125,16.0,16.0,5.0,5.0
932,CHP03486,山沉香,0.3125,16.0,16.0,5.0,4.0
933,CHP03389,三棱,0.3125,16.0,16.0,5.0,5.0
934,CHP04546,相思藤,0.3125,16.0,16.0,5.0,5.0
935,CHP00146,白头翁,0.3118279569892473,93.0,93.0,29.0,22.0
936,CHP02060,爵床,0.3103448275862069,29.0,29.0,9.0,8.0
937,CHP04095,天南星,0.30952380952380953,42.0,42.0,13.0,11.0
938,CHP02353,灵香草,0.3076923076923077,26.0,26.0,8.0,7.0
939,CHP01815,棘豆,0.3076923076923077,13.0,13.0,4.0,4.0
940,CHP04863,荨麻,0.3076923076923077,13.0,13.0,4.0,4.0
941,CHP04918,岩椒草,0.3076923076923077,13.0,13.0,4.0,2.0
942,CHP03527,山黄皮,0.3076923076923077,26.0,26.0,8.0,5.0
943,CHP05205,迎春花,0.3076923076923077,13.0,13.0,4.0,4.0
944,CHP03687,省沽油,0.3076923076923077,13.0,13.0,4.0,4.0
945,CHP00099,白及,0.3076923076923077,78.0,78.0,24.0,10.0
946,CHP05512,肿柄菊,0.3076923076923077,13.0,13.0,4.0,4.0
947,CHP03175,千层塔,0.3076923076923077,65.0,65.0,20.0,20.0
948,CHP03176,千打锤,0.3076923076923077,26.0,26.0,8.0,6.0
949,CHP02568,马兜铃,0.3058823529411765,85.0,85.0,26.0,25.0
950,CHP04065,桃仁,0.3055555555555556,72.0,72.0,22.0,21.0
951,CHP00142,白术,0.3050847457627119,118.0,118.0,36.0,32.0
952,CHP02939,南蛇藤根,0.30434782608695654,23.0,23.0,7.0,5.0
953,CHP01065,凤尾草,0.30357142857142855,56.0,56.0,17.0,16.0
954,CHP02357,凌霄花,0.30303030303030304,33.0,33.0,10.0,7.0
955,CHP04565,香加皮,0.3018867924528302,106.0,106.0,32.0,32.0
956,CHP05992,人中白,0.30120481927710846,83.0,83.0,25.0,18.0
957,CHP04057,桃儿七,0.3,10.0,10.0,3.0,3.0
958,CHP01600,华山矾,0.3,10.0,10.0,3.0,3.0
959,CHP00040,巴拿马山石榴,0.3,10.0,10.0,3.0,3.0
960,CHP01783,鸡骨常山,0.3,10.0,10.0,3.0,2.0
961,CHP00819,冬葵果,0.3,80.0,80.0,24.0,23.0
962,CHP00973,儿茶钩藤,0.3,10.0,10.0,3.0,2.0
963,CHP05319,远志,0.3,120.0,120.0,36.0,33.0
964,CHP04008,算盘子,0.3,20.0,20.0,6.0,6.0
965,CHP00557,大蒜,0.3,80.0,80.0,24.0,18.0
966,CHP02023,菊苣,0.3,70.0,70.0,21.0,20.0
967,CHP01425,红花,0.2982456140350877,114.0,114.0,34.0,31.0
968,CHP03372,赛莨菪,0.29545454545454547,44.0,44.0,13.0,13.0
969,CHP03193,前胡,0.29411764705882354,85.0,85.0,25.0,18.0
970,CHP04167,铁苋,0.29411764705882354,17.0,17.0,5.0,5.0
971,CHP02175,辣蓼草,0.29411764705882354,17.0,17.0,5.0,5.0
972,CHP00396,臭山羊,0.29411764705882354,17.0,17.0,5.0,3.0
973,CHP00779,丁香,0.291970802919708,137.0,137.0,40.0,36.0
974,CHP02940,南蛇藤果,0.2916666666666667,24.0,24.0,7.0,7.0
975,CHP01374,黑豆,0.2916666666666667,120.0,120.0,35.0,27.0
976,CHP03229,青蒿,0.2916666666666667,120.0,120.0,35.0,35.0
977,CHP02405,龙葵,0.2909090909090909,55.0,55.0,16.0,16.0
978,CHP03630,商陆,0.2903225806451613,93.0,93.0,27.0,26.0
979,CHP00520,大蓟,0.2898550724637681,69.0,69.0,20.0,17.0
980,CHP00360,沉香,0.28957528957528955,259.0,259.0,75.0,57.0
981,CHP03838,水飞蓟,0.2894736842105263,38.0,38.0,11.0,3.0
982,CHP01344,海藻,0.2894736842105263,38.0,38.0,11.0,9.0
983,CHP01923,金莲花,0.2894736842105263,38.0,38.0,11.0,11.0
984,CHP03704,石菖蒲,0.28888888888888886,45.0,45.0,13.0,9.0
985,CHP00384,赤小豆,0.28846153846153844,52.0,52.0,15.0,15.0
986,CHP00857,独活,0.28703703703703703,108.0,108.0,31.0,18.0
987,CHP01717,黄芪,0.28654970760233917,171.0,171.0,49.0,46.0
988,CHP05612,梓木,0.2857142857142857,7.0,7.0,2.0,0.0
989,CHP03344,肉桂,0.2857142857142857,21.0,21.0,6.0,5.0
990,CHP01403,衡州乌药,0.2857142857142857,7.0,7.0,2.0,2.0
991,CHP01376,黑杠柳,0.2857142857142857,7.0,7.0,2.0,2.0
992,CHP01549,蝴蝶花,0.2857142857142857,7.0,7.0,2.0,2.0
993,CHP00483,大车前,0.2857142857142857,21.0,21.0,6.0,6.0
994,CHP00314,草地黄芩,0.2857142857142857,7.0,7.0,2.0,2.0
995,CHP01896,芥菜,0.2857142857142857,7.0,7.0,2.0,2.0
996,CHP01551,虎耳草,0.2857142857142857,7.0,7.0,2.0,2.0
997,CHP05922,鹿茸,0.2857142857142857,7.0,7.0,2.0,2.0
998,CHP03679,肾子草,0.2857142857142857,7.0,7.0,2.0,2.0
999,CHP00571,大叶桉叶,0.2857142857142857,7.0,7.0,2.0,0.0
1000,CHP03977,苏合香,0.2857142857142857,21.0,21.0,6.0,6.0
1001,CHP00327,侧柏枝节,0.2857142857142857,42.0,42.0,12.0,10.0
1002,CHP01727,黄三七,0.2857142857142857,7.0,7.0,2.0,2.0
1003,CHP00245,蓖麻油,0.2857142857142857,7.0,7.0,2.0,2.0
1004,CHP03088,蟛蜞菊,0.2857142857142857,7.0,7.0,2.0,2.0
